CANONICAL_SMILES,REFERENCE_ID,NAME,DOI,LINK,ORGANISM,ORGANISM_PART,COCONUT_ID,MOL_FILENAME,STRUCTURAL_COMMENTS,GEO_LOCATION,LOCATION
C[C@@H]1CCC/C=C/[C@H](O)/C=C/[C@H](O)/C=C/C(=O)O1,272,Fungi,10.1186/s40064-015-1493-6,http://www.inflamnat.com/#/main/search/detail?id=272,Fungi,,,,,,
CCC1=C[C@@H](C)[C@@H]2C(C)=C[C@@](/C=C/C3=CC=CC=C3)(CC)[C@](C)(C(=O)O)[C@@H]12,273,Marine,10.1021/np100233d,http://www.inflamnat.com/#/main/search/detail?id=273,Marine,,,,,,
CC1=C[C@](C)(/C=C/C=C/C2=CC=CC=C2)[C@](C)(C(=O)O)[C@H]2C(C)=C[C@@H](C)[C@H]12,274,Marine,10.1021/np100233d,http://www.inflamnat.com/#/main/search/detail?id=274,Marine,,,,,,
O=C(O)/C=C/C1=CC=C(O)C(O)=C1,38,Widely distributed in plant,10.1016/j.jep.2013.06.004,http://www.inflamnat.com/#/main/search/detail?id=38,Widely distributed in plant,,,,,,
COC1=C(OC)C=C(OC)C(OC)=C1,27,Zingiberaceae,10.1016/j.taap.2015.05.006,http://www.inflamnat.com/#/main/search/detail?id=27,Zingiberaceae,,,,,,
CC(=O)C1=CC=C(O)C(C2=C(C(C)=O)C(O)=CC=C2O)=C1O,78,Betulaceae,10.1248/bpb.b13-00939,http://www.inflamnat.com/#/main/search/detail?id=78,Betulaceae,,,,,,
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,112,Ranunculaceae,10.1016/j.ejphar.2011.04.037,http://www.inflamnat.com/#/main/search/detail?id=112,Ranunculaceae,,,,,,
CC1=CC(=O)C(C2=C(O)C=C(/C=C/C3=CC=C(O)C(O)=C3)OC2=O)C(C2=CC=C(O)C(O)=C2)O1,89,Fungi,10.1038/bjp.2008.136,http://www.inflamnat.com/#/main/search/detail?id=89,Fungi,,,,,,
COC(CC/C=C\CCCCC(=O)CCCCCC(=O)CCCCCCCCCOC1OC(C(=O)O)C(O)C(O)C1O)C(=O)NCCC1=CC(O)=C(O)C=C1,280,Marine,10.1055/s-0042-105877,http://www.inflamnat.com/#/main/search/detail?id=280,Marine,,,,,,
COC(CC/C=C\CCCCC(=O)CCCCCC(=O)CCCC/C=C\CCCCCOC1OC(C(=O)O)C(O)C(O)C1O)C(=O)NCCC1=CC=C(O)C=C1,281,Marine,10.1055/s-0042-105877,http://www.inflamnat.com/#/main/search/detail?id=281,Marine,,,,,,
COC1=CC(/C=C/C(=O)CC(=O)/C=C/C2=CC=C(O)C=C2)=CC=C1O,92,Zingiberaceae,10.1016/j.intimp.2009.12.004,http://www.inflamnat.com/#/main/search/detail?id=92,Zingiberaceae,,,,,,
C[C@H]1CCCCCCCC2=C(C(=O)O1)C(O)=CC(O)=C2,95,Marine,10.1038/aps.2013.47,http://www.inflamnat.com/#/main/search/detail?id=95,Marine,,,,,,
COC1=CC(CCC2=CC(O)=C(OC)C=C2)=CC(O)=C1,156,Orchidaceae,10.1055/s-2006-947201,http://www.inflamnat.com/#/main/search/detail?id=156,Orchidaceae,,,,,,
O=C(CCCCCCCCC1=CC(O)=C(O)C=C1)C1=C(O)C=CC=C1O,241,Myristicaceae,10.1016/j.freeradbiomed.2012.02.013,http://www.inflamnat.com/#/main/search/detail?id=241,Myristicaceae,,,,,,
CC(C)C(=O)C1=C(O)C(C(C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)=C(O)C(C(C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)=C1O,278,Myrtaceae,10.1124/jpet.108.143214,http://www.inflamnat.com/#/main/search/detail?id=278,Myrtaceae,,,,,,
CCOC(=O)/C=C/C1=CC(O)=C(O)C=C1,121,Compositae,10.1038/sj.bjp.0706343,http://www.inflamnat.com/#/main/search/detail?id=121,Compositae,,,,,,
O=C1CCC(O)(CCOC(=O)/C=C/C2=CC(O)=C(O)C=C2)CC1,122,Compositae,10.1038/sj.bjp.0706343,http://www.inflamnat.com/#/main/search/detail?id=122,Compositae,,,,,,
C[C@@H]1O[C@@H](OC2=CC=C(CN=C=S)C=C2)[C@H](O)[C@H](O)[C@H]1O,255,Moringaceae,10.1016/j.bmc.2010.03.057,http://www.inflamnat.com/#/main/search/detail?id=255,Moringaceae,,,,,,
CC(=O)O[C@H]1[C@H](OC2=CC=C(CN=C=S)C=C2)O[C@@H](C)[C@H](O)[C@H]1O,256,Moringaceae,10.1016/j.bmc.2010.03.057,http://www.inflamnat.com/#/main/search/detail?id=256,Moringaceae,,,,,,
CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](OC2=CC=C(CN=C=S)C=C2)[C@@H]1O,257,Moringaceae,10.1016/j.bmc.2010.03.057,http://www.inflamnat.com/#/main/search/detail?id=257,Moringaceae,,,,,,
CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC2=CC=C(CN=C=S)C=C2)O[C@H]1C,258,Moringaceae,10.1016/j.bmc.2010.03.057,http://www.inflamnat.com/#/main/search/detail?id=258,Moringaceae,,,,,,
O=C(NCCCCNCCCNC(=O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1,325,Fungi,10.1016/j.phymed.2013.06.005,http://www.inflamnat.com/#/main/search/detail?id=325,Fungi,,,,,,
C/C=C(/C=O)[C@@H](CC=O)CC(=O)OCCC1=CC=C(O)C=C1,299,Burseraceae,10.1016/j.lfs.2012.09.012,http://www.inflamnat.com/#/main/search/detail?id=299,Burseraceae,,,,,,
COC1=CC(O)=C(C(C)=O)C=C1,304,Paeoniaceae,10.18632/oncotarget.8347,http://www.inflamnat.com/#/main/search/detail?id=304,Paeoniaceae,,,,,,
COC1=C(C(=O)/C=C/C2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1,449,Cannabaceae,10.1016/j.neuint.2010.11.008,http://www.inflamnat.com/#/main/search/detail?id=449,Cannabaceae,,,,,,
CCCCCCCCC[C@H](O)CC(=O)CCC1=CC=C(O)C(OC)=C1,456,Zingiberaceae,10.1016/j.jep.2009.10.004,http://www.inflamnat.com/#/main/search/detail?id=456,Zingiberaceae,,,,,,
CCCCC[C@H](O)CC(=O)CCC1=CC=C(O)C(OC)=C1,478,Zingiberaceae,10.1016/j.jep.2009.10.004,http://www.inflamnat.com/#/main/search/detail?id=478,Zingiberaceae,,,,,,
CCCCC/C=C/C(=O)CCC1=CC=C(O)C(OC)=C1,479,Zingiberaceae,10.1016/j.jep.2009.10.004,http://www.inflamnat.com/#/main/search/detail?id=479,Zingiberaceae,,,,,,
COC1=CC(C(=O)OC[C@@H]2O[C@@H]3C4=C(O)C(OC)=C(O)C=C4C(=O)O[C@H]3[C@H](O)[C@H]2O)=CC(OC)=C1OC,495,Crassulaceae,10.1016/j.jep.2010.06.040,http://www.inflamnat.com/#/main/search/detail?id=495,Crassulaceae,,,,,,
COC1=C(CC2=CC=C(O)C=C2)C(CCC2=CC(O)=CC=C2)=C(CC2=CC=C(O)C=C2)C(O)=C1,518,Orchidaceae,10.1016/j.fitote.2018.02.007,http://www.inflamnat.com/#/main/search/detail?id=518,Orchidaceae,,,,,,
OC1=CC(O)=CC(OC2=C(O)C=C(O)C3=C2OC2=C(C=C(OC4=C(O)C=C(OC5=C6OC7=C(C=C(O)C=C7O)OC6=C(O)C=C5O)C=C4O)C=C2O)O3)=C1,97,Marine,10.1016/j.intimp.2014.06.009,http://www.inflamnat.com/#/main/search/detail?id=97,Marine,,,,,,
O=C(O)C1=CC(O)=C(O)C(O)=C1,145,Punicaceae,10.1186/s12906-017-1555-0,http://www.inflamnat.com/#/main/search/detail?id=145,Punicaceae,,,,,,
CCC1=C(C)C(O)=C(CC2=C(O)C(CC=C(C)C)=C(O)C(C(C)=O)=C2O)C(=O)O1,9,Compositae,10.1016/j.bcp.2010.09.025,http://www.inflamnat.com/#/main/search/detail?id=9,Compositae,,,,,,
COC(=O)C1=CC=CC=C1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,251,Ericaceae,10.1186/1742-2094-8-98,http://www.inflamnat.com/#/main/search/detail?id=251,Ericaceae,,,,,,
CC(C)=CCC1=C(O)C(C(=O)C(C)C)=C(O)C(CC2=C(O)C(C)(C)C(=O)C(C(=O)C(C)C)=C2O)=C1O,279,Hypericaceae,10.1016/j.phytochem.2011.07.016,http://www.inflamnat.com/#/main/search/detail?id=279,Hypericaceae,,,,,,
O=C(O)C1=CC=C(O)C(O)=C1,336,Poaceae ,10.1016/j.intimp.2010.05.009,http://www.inflamnat.com/#/main/search/detail?id=336,Poaceae ,,,,,,
OC1=CC=C(/C=C/C2=CC(O)=CC(O)=C2)C=C1,346,Polygonaceae,10.1186/1476-511x-11-76,http://www.inflamnat.com/#/main/search/detail?id=346,Polygonaceae,,,,,,
OC[C@H]1O[C@@H](OC2=C(O)C=C(O)C=C2/C=C/C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,434,Polygonaceae,10.1080/10286020600727772,http://www.inflamnat.com/#/main/search/detail?id=434,Polygonaceae,,,,,,
O=C/C=C/C1=CC=CC=C1,440,Lauraceae,10.1016/j.fct.2007.07.016,http://www.inflamnat.com/#/main/search/detail?id=440,Lauraceae,,,,,,
COC1=CC=C(/C=C/C2=CC(OC)=CC(=O)O2)C=C1,450,Piperaceae,10.1254/jphs.11215fp,http://www.inflamnat.com/#/main/search/detail?id=450,Piperaceae,,,,,,
CCC/C=C1\OC(=O)C2=C1CCC=C2,452,Umbelliferae,10.1038/aps.2010.71,http://www.inflamnat.com/#/main/search/detail?id=452,Umbelliferae,,,,,,
C=C[C@H](C1=CC=CC=C1)C1=CC(OC)=C(OC)C=C1O,484,Leguminosae,10.1016/j.intimp.2013.08.024,http://www.inflamnat.com/#/main/search/detail?id=484,Leguminosae,,,,,,
OC1=CC(/C=C/C2=CC=CC=C2)=CC(O)=C1,322,Pinaceae,10.1055/s-2006-941545,http://www.inflamnat.com/#/main/search/detail?id=322,Pinaceae,,,,,,
COC1=CC(OC)=CC(/C=C/C2=CC=C(O)C=C2)=C1,340,Widely distributed in plant,10.1021/jf304487v,http://www.inflamnat.com/#/main/search/detail?id=340,Widely distributed in plant,,,,,,
COC1=CC(CCC2=CC(O)=C(CC3=CC=C(O)C=C3)C(OC)=C2)=CC=C1,519,Orchidaceae,10.1016/j.fitote.2018.07.007,http://www.inflamnat.com/#/main/search/detail?id=519,Orchidaceae,,,,,,
COC1=C(CC2=CC=C(O)C=C2)C(CCC2=CC(O)=CC=C2CC2=CC=C(O)C=C2)=CC(O)=C1CC1=CC=C(O)C=C1,520,Orchidaceae,10.1016/j.fitote.2018.07.007,http://www.inflamnat.com/#/main/search/detail?id=520,Orchidaceae,,,,,,
COC1=C(CC2=CC=C(O)C=C2)C(CCC2=CC(O)=CC=C2CC2=CC=C(O)C=C2)=C(CC2=CC=C(O)C=C2)C(O)=C1CC1=CC=C(O)C=C1,521,Orchidaceae,10.1016/j.fitote.2018.07.007,http://www.inflamnat.com/#/main/search/detail?id=521,Orchidaceae,,,,,,
COC1=CC2=C(C=C1O)CCC1=CC(O)=CC=C1[C@@H]2C1=CC=C(O)C=C1,522,Orchidaceae,10.1016/j.fitote.2018.07.007,http://www.inflamnat.com/#/main/search/detail?id=522,Orchidaceae,,,,,,
OC1=CC(/C=C/C2=CC(O)=C(O)C=C2)=CC(O)=C1,496,Widely distributed in plant,10.1021/acs.jnatprod.7b00384,http://www.inflamnat.com/#/main/search/detail?id=496,Widely distributed in plant,,,,,,
COC1=CC(/C=C/C2=CC=CC=C2)=CC(O)=C1,497,Pinaceae,10.1021/acs.jnatprod.7b00384,http://www.inflamnat.com/#/main/search/detail?id=497,Pinaceae,,,,,,
O=C1C=CC[C@H](/C=C/C2=CC=CC=C2)O1,165,Annonaceae,10.1016/j.lfs.2015.08.010,http://www.inflamnat.com/#/main/search/detail?id=165,Annonaceae,,,,,,
COC(=O)C1=CC(O)=C(O)C=C1,505,Asteraceae,10.1016/j.fitote.2017.12.024,http://www.inflamnat.com/#/main/search/detail?id=505,Asteraceae,,,,,,
O=C(O)C1=CC=C(O)C=C1,506,Asteraceae,10.1016/j.fitote.2017.12.024,http://www.inflamnat.com/#/main/search/detail?id=506,Asteraceae,,,,,,
CCCCCCC[C@H](O)CC(=O)CCC1=CC=C(O)C(OC)=C1,482,Zingiberaceae,10.1016/j.jep.2009.10.004,http://www.inflamnat.com/#/main/search/detail?id=482,Zingiberaceae,,,,,,
COC1=C(C(=O)CCC2=CC=CC=C2)C(O)=C(O)C2=C1/C(=C/C1=CC=CC=C1)C(=O)O2,131,Annonaceae,10.1002/hlca.200590068,http://www.inflamnat.com/#/main/search/detail?id=131,Annonaceae,,,,,,
CC1=CC(O)=C(C(=O)CCC(C)C)C(=O)O1,330,Lamiaceae,10.1016/j.jep.2014.09.023,http://www.inflamnat.com/#/main/search/detail?id=330,Lamiaceae,,,,,,
C/C=C/C(=O)C1=C(OC)C=C(OC)C2=C1OC(C)(C)C=C2,242,Euphorbiaceae,10.1016/j.intimp.2014.12.008,http://www.inflamnat.com/#/main/search/detail?id=242,Euphorbiaceae,,,,,,
C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,169,Burseraceae,10.1016/j.lfs.2008.04.006,http://www.inflamnat.com/#/main/search/detail?id=169,Burseraceae,,,,,,
COC1=CC(C)OC(OC2CCC3(C)C(=CCC4C3CCC3(C)C4CCC3(O)C(C)OC3CC4OCC5(CC(OC)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9OC(C)=O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)OOC4C(C)O3)C2)C1=O,306,Apocynaceae,10.1016/j.intimp.2008.05.001,http://www.inflamnat.com/#/main/search/detail?id=306,Apocynaceae,,,,,,
CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,448,Solanaceae,10.4110/in.2015.15.6.269,http://www.inflamnat.com/#/main/search/detail?id=448,Solanaceae,,,,,,
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,105,Compositae,10.3389/fphar.2017.00120,http://www.inflamnat.com/#/main/search/detail?id=105,Compositae,,,,,,
CC1=C(CC[C@@H](C)COC2OC(CO)[C@@H](O)[C@H](O)[C@@H]2O)OC2=C1C1CC[C@H]3[C@@H](CC=C4CC(OC5OC(CO)C(O[C@@H]6OC(C)C(O[C@H]7C[C@@H](O)[C@@H](O)C(C)O7)[C@H](O)C6O)[C@H](O)[C@@H]5O[C@@H]5OC(C)[C@H](O)[C@H](O)C5O)CC[C@@]43C)[C@@H]1C2,140,Liliaceae,10.1016/j.fitote.2016.09.012,http://www.inflamnat.com/#/main/search/detail?id=140,Liliaceae,,,,,,
C=C1C(=O)O[C@@H]2C[C@@]1(C)[C@@H]1C(=O)[C@@]3(O)O[C@]14[C@@]2(C)OC(=O)[C@@]4(O)CC[C@H]1[C@H]3[C@H](O)C=C2C=CCC(=O)[C@@]21C,317,Solanaceae,10.1016/j.steroids.2011.11.016,http://www.inflamnat.com/#/main/search/detail?id=317,Solanaceae,,,,,,
C[C@@H]1C(=O)O[C@@H]2C[C@@]1(C)[C@@H]1C(=O)[C@@]3(O)O[C@]14[C@@]2(C)OC(=O)[C@@]4(O)CC[C@H]1[C@H]3[C@H](O)C=C2CC=CC(=O)[C@@]21C,318,Solanaceae,10.1016/j.steroids.2011.11.016,http://www.inflamnat.com/#/main/search/detail?id=318,Solanaceae,,,,,,
C[C@@H]1C(=O)O[C@@H]2C[C@@]1(C)[C@H]1C(=O)[C@]3(O)O[C@@]14[C@@](O)(CC[C@H]1[C@H]3[C@H](O)C=C3C=CCC(=O)[C@@]31C)C(=O)O[C@@]24C,319,Solanaceae,10.1016/j.steroids.2011.11.016,http://www.inflamnat.com/#/main/search/detail?id=319,Solanaceae,,,,,,
C[C@]12C(=O)C=CC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(O)C(=O)O[C@@]3(C)[C@H]4C[C@@]5(C)[C@H]6C(=O)[C@@]1(OC[C@H]5C(=O)O4)O[C@@]632,320,Solanaceae,10.1016/j.steroids.2011.11.016,http://www.inflamnat.com/#/main/search/detail?id=320,Solanaceae,,,,,,
CC(C)(O)[C@@H]1OC[C@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]23C)C[C@H]1O,594,Rutaceae,10.1016/j.phytol.2018.07.030,http://www.inflamnat.com/#/main/search/detail?id=594,Rutaceae,,,,,,
CC(C)[C@@H](C)C=C[C@@H](C)[C@H]1CC[C@H]2C3=CCC4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,118,Marine,10.1371/journal.pone.0088341,http://www.inflamnat.com/#/main/search/detail?id=118,Marine,,,,,,
CC1=C(C)C(=O)C[C@@H]([C@@H](C)[C@H]2CC[C@]3(O)[C@@H]4C[C@@H](O)[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1,622,Solanaceae ,10.1016/j.phytochem.2018.08.009,http://www.inflamnat.com/#/main/search/detail?id=622,Solanaceae ,,,,,,
C=C1C(=O)O[C@@H]2C[C@@]1(C)[C@@H]1C(=O)[C@]3(O)O[C@]14[C@@]2(C)OC(=O)[C@@]4(O)CC[C@H]1[C@H]3[C@H](O)C=C2CC=CC(=O)[C@@]21C,316,Solanaceae,10.1016/j.steroids.2011.11.016,http://www.inflamnat.com/#/main/search/detail?id=316,Solanaceae,,,,,,
C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,170,Burseraceae,10.1016/j.lfs.2008.04.006,http://www.inflamnat.com/#/main/search/detail?id=170,Burseraceae,,,,,,
O=C1O[C@@H]2O[C@@H]3COC(=O)C4=C(C(O)=C(O)C(O)=C4)C4=C(C=C(O)C(O)=C4O)C(=O)O[C@H]3[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H]2OC(=O)C2=C(OOC3=CC1=CC(O)=C3O)C(O)=C(O)C(OC1=C(O)C(O)=C(O)C=C1C(=O)O[C@@H]1[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H]3OC(=O)C4=CC(O)=C(O)C(O)=C4C4=C(C=C(O)C(O)=C4O)C(=O)OC[C@H]3O[C@H]1O)=C2,428,",Tamaricaceae",10.3389/fphar.2017.00538,http://www.inflamnat.com/#/main/search/detail?id=428,|Tamaricaceae,,,,,,
O=C1O[C@H]2[C@@H]3OC(=O)C4=CC(O)=C(O)C(O)=C4C4=C(O)C(O)=C5OC(=O)C6=C7C(=C(O)C(O)=C6C6=C(O)C(O)=C(O)C=C6C(=O)OC[C@H]3OC(O)[C@@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C12)OC(=O)C4=C57,148,",Punicaceae",10.1007/s10753-014-9816-2,http://www.inflamnat.com/#/main/search/detail?id=148,|Punicaceae,,,,,,
CC1=CC(=O)C(C(C)C)=CC1=O,438,Ranunculaceae,10.1016/j.bbagen.2007.01.002,http://www.inflamnat.com/#/main/search/detail?id=438,Ranunculaceae,,,,,,
CC1=CC=C(C(C)C)C=C1O,44,Labiatae,10.1089/jmf.2012.0102,http://www.inflamnat.com/#/main/search/detail?id=44,Labiatae,,,,,,
CC1=CC(O)=C(C(C)C)C=C1,437,Lamiaceae,10.3109/1547691x.2015.1029145,http://www.inflamnat.com/#/main/search/detail?id=437,Lamiaceae,,,,,,
C=C(C)[C@H](CC=C(C)C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)/C(=C(/O)C3=CC(O)=C(O)C=C3)C1=O)C2=O,61,Guttiferae,10.1016/j.phytol.2015.10.003,http://www.inflamnat.com/#/main/search/detail?id=61,Guttiferae,,,,,,
C=C(C)[C@@H](CC=C(C)C)C[C@]12C[C@@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)/C(=C(/O)C3=CC(O)=C(O)C=C3)C1=O)C2=O,149,Guttiferae,10.3892/mmr.2016.5189,http://www.inflamnat.com/#/main/search/detail?id=149,Guttiferae,,,,,,
CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,192,Hypericaceae,10.3389/fphar.2011.00007,http://www.inflamnat.com/#/main/search/detail?id=192,Hypericaceae,,,,,,
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(C)=O)[C@@]3(O)[C@H](O)C(COC(C)=O)=C[C@H](C4)[C@@H]1C2(C)C,633,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=633,Euphorbiaceae,,,,,,
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(C)=O)[C@@]3(O)[C@H](OC(C)=O)C(COC(=O)C(C)C(C)C)=C[C@H](C4)[C@@H]1C2(C)C,634,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=634,Euphorbiaceae,,,,,,
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(C)C(C)C)[C@@]3(O)[C@H](OC(C)=O)C(COC(C)=O)=C[C@H](C4)[C@@H]1C2(C)C,635,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=635,Euphorbiaceae,,,,,,
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(C)C(C)C)[C@@]3(O)[C@H](O)C(CO)=C[C@H](C4)[C@@H]1C2(C)C,636,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=636,Euphorbiaceae,,,,,,
CCCCCCC/C=C/C=C/C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,637,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=637,Euphorbiaceae,,,,,,
CCCCCCC/C=C\C=C\C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,638,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=638,Euphorbiaceae,,,,,,
CCCCCCC/C=C\C=C\C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(COC(C)=O)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,639,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=639,Euphorbiaceae,,,,,,
CCCCCCC/C=C/C=C/C(=O)OCC1=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C,640,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=640,Euphorbiaceae,,,,,,
CCCCCCC/C=C\C=C\C(=O)OCC1=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C,641,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=641,Euphorbiaceae,,,,,,
CCCCCCC/C=C\C=C\C(=O)O[C@@H]1C(COC(C)=O)=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]13O)[C@H](C)C[C@@H]1[C@H]2C1(C)C,642,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=642,Euphorbiaceae,,,,,,
CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](O)[C@@]3(O)[C@H](O)C(CO)=C[C@H](C4)[C@@H]1C2(C)C,643,Euphorbiaceae,10.1055/a-0646-4306,http://www.inflamnat.com/#/main/search/detail?id=643,Euphorbiaceae,,,,,,
C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,1,Acanthaceae,10.1016/j.jep.2011.03.068,http://www.inflamnat.com/#/main/search/detail?id=1,Acanthaceae,,,,,,
CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,137,Ishigeaceae,10.1016/j.ejphar.2010.09.032,http://www.inflamnat.com/#/main/search/detail?id=137,Ishigeaceae,,,,,,
CC1=CC(O)=CC2=C1O[C@@]1(C)CC[C@H]3[C@@](C)(CC[C@H]4C(C)(C)[C@@H](O)CC[C@]34C)[C@H]1C2,115,Marine,10.1016/0024-3205(95)00260-d,http://www.inflamnat.com/#/main/search/detail?id=115,Marine,,,,,,
C=C/C(C)=C\C[C@@H]1[C@@](C)(O)[C@H](O)[C@@H](O)[C@@H]2C(C)(C)CCC[C@]21C,15,Compositae,10.1016/j.fct.2013.09.011,http://www.inflamnat.com/#/main/search/detail?id=15,Compositae,,,,,,
C=C/C(C)=C\CC1C(C)(O)C(O)C(OC(C)=O)C2C(C)(C)CCCC21C,16,Asteraceae,10.1016/j.fct.2013.09.011,http://www.inflamnat.com/#/main/search/detail?id=16,Asteraceae,,,,,,
CC(C)C1=CC2=C(C(O)=C1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,41,Labiatae,10.1111/bph.13545,http://www.inflamnat.com/#/main/search/detail?id=41,Labiatae,,,,,,
CC(C)C1=CC2=C(C(O)=C1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O,42,Labiatae,10.1111/bph.13545,http://www.inflamnat.com/#/main/search/detail?id=42,Labiatae,,,,,,
C=C1CC/C=C(/C)CC[C@H](/C(C)=C/C=C/C(C)(C)O)C[C@H]1O,125,Marine,10.1021/np300149y,http://www.inflamnat.com/#/main/search/detail?id=125,Marine,,,,,,
C=C[C@@]1(C)CC[C@H](/C(C)=C/C=C/C(C)(C)O)C[C@@H]1C(=C)C,126,Marine,10.1021/np300149y,http://www.inflamnat.com/#/main/search/detail?id=126,Marine,,,,,,
CCCC(=O)O[C@@H]1C[C@H](OC(C)=O)[C@@]2(C)C=C[C@@H](O)[C@](C)(O)[C@H]2[C@H](OC(C)=O)[C@]23O[C@@]2(C)C(=O)O[C@H]3/C=C/1C,128,Marine,10.3390/md13052559,http://www.inflamnat.com/#/main/search/detail?id=128,Marine,,,,,,
